name,phone,address,category,city,source
"Vee Print Solutions Pvt. Ltd. - Designing, Printing & Branding | Packaging Solution | Sticker | Box | Poly Pouch",9850165529,"The Guardian Cityscapes, F-1106, Sinhgad Rd, Jaydeo Nagar, Dattawadi, Pune, Maharashtra 411030",Print shop,Pune,Google Maps
Sinhagad Printing Press | Printmode,9766318328,"Shop No:20, Vijay Chambers, Sinhgad Rd, Vitthalwadi, Hingne Khurd, Pune, Maharashtra 411051",Print shop,Pune,Google Maps
Registered Rent Agreement,9011294350,"Fl No, Bharan Palace C 3, D-26, Kudale Baug, Vadgaon Budruk, Pune, Maharashtra 411041",Legal services,Pune,Google Maps
SR Legal And Notary Services ( Adv Rajput Satyajeet ),7393909494,"Shop No 2, Swapnapurti Appartment, Sinhgad Institute Rd, near Fitness Touch Gym, Jadhav Nagar, Vadgaon Budruk, Pune, Maharashtra 411041",Legal services,Pune,Google Maps
Vedant Technologies,8208928187,"Suervey No. 25/12, Panchshil Bungalow, Pandurang Nagar, Ganesh Nagar, Ambegaon Budruk, Pune, Maharashtra 411043",Corporate office,Pune,Google Maps
"secure fantasy (CCTV Camera, biometric attendance system, vdp,)",9175005849,"4 th Floor Tukai Niwas Navnath Nagar, Dhankawadi, Pune, Maharashtra 411043",Security system supplier,Pune,Google Maps
Zeal Polytechnic,02067206021,"S. No. 39, Dhayari Road, Narhe, Pune, Maharashtra 411041",Polytechnic College,Pune,Google Maps
Zeal Institute of Management and Computer Application,9764082505,"Narhe, Pune, Maharashtra 411041",College,Pune,Google Maps
APMOT PUNE OFFICE,9823898190,"OFFICE NO 8F FORTH FLOOR NOBLE MACHESTER, opposite to NAVALE HOSPITAL, Pune, Maharashtra 411041",Burglar alarm store,Pune,Google Maps
AVTECH SOLUTIONS PUNE,9762333619,"FRC6+2XM, Bengaluru - Mumbai Hwy, opposite Aqura pride, Nanded Fata, Wadgaon Budruk, Nanded, Pune, Maharashtra 411068",Computer support and services,Pune,Google Maps
Tupekar Science Academy,9405380007,"Sinhgad Rd, opp. Abhiruchi Mall, Wadgaon Budruk, Dhayari Phata, Pune, Maharashtra 411041",Education center,Pune,Google Maps
"Aadhaar Seva Kendra Aaple Sarkar Seva Kendra, ASSK Narhe CSC - Common Service Center",9860536038,"Shop 3, Jijai Heights, Navale Hospital Rd, opp. Latur Idli, Manaji Nagar, Narhe, Pune, Maharashtra 411041",Aadhaar center,Pune,Google Maps
Rent agreement services,9588683212,"office no 1 , first floor, near Ganpati mandir chowk, Manaji Nagar, Narhe, Pune, Maharashtra 411041",Legal services,Pune,Google Maps
Aadhar card center and Maha E Seva Kendra Ambegaon Pathar Pune,8446300888,"Survey No. 23/2/5, Samata Colony, 23/2/4/17, near prerana school, Pandurang Nagar, Ambegaon Pathar, Ambegaon Budruk, Pune, Maharashtra 411043",Aadhaar center,Pune,Google Maps
Aspera Technologies Pvt Ltd,8856803751,"Office No. 305, Navale Icon, Bangalore Highway, IT Park, Narhe, Pune, Maharashtra 411041",E-commerce service,Pune,Google Maps
Sigmatech Enterprises India Pvt Ltd,9371038910,"Mokarwadi, Narhe, Pune, Maharashtra 411041",Security system installation service,Pune,Google Maps
Instant Information Software Service Pvt Ltd - i2s2 Best Optical Shop Management & Billing Software,7325292511,"Pratik Heights, Pari Company Road, Manaji Nagar, Narhe, Pune, Maharashtra 411041",Software company,Pune,Google Maps
One Klick Payment,9168811211,"First Floor, Samarth Srushti, Flat No 01 Wing A3, Manaji Nagar, Narhe, Pune, Maharashtra 411041",Financial consultant,Pune,Google Maps
Trisha Collection,9168455593,"Flat No .15, 3rd Floor, Navale Hospital Rd, C Wing, Jijai Vila, Narhe, Pune, Maharashtra 411041",Fingerprinting Service Provider,Pune,Google Maps
"Sahyadri Hospital, Bibwewadi, Pune",8806252525,"S. No. 573, City No.281, Plot No. 13, Swami Vivekananda Marg, Parshwanath Nagar, Ramyanagari Housing Society, Bibwewadi, Pune, Maharashtra 411037",Private hospital,Pune,Google Maps
Pushpam Consultancy & Solutions Pvt.Ltd.,02067311900,"New Gajara Co-Op. Society, 635/1-B, Swami Vivekanand Rd, Vaibhav Society, Bibwewadi, Pune, Maharashtra 411037",Industrial equipment supplier,Pune,Google Maps
"Metropolis Labs - Diagnostic Centre & Blood Test in Mahalaxmi Nagar, Bibwewadi",02047169973,"SN 12, Park Landmark, No 655, Phase 2, near Lake Town Road, Chaitraban, Mahalaxmi Nagar, Bibwewadi, Pune, Maharashtra 411037",Diagnostic center,Pune,Google Maps
"NEXA (Chowgule Industries, Pune, Satara Road)",8062216286,"CIS M6-1858, Mahavir Park, Vasant Baug, Prem Nagar, Vasant Baug Society, Bibwewadi, Pune, Maharashtra 411037",Car dealer,Pune,Google Maps
Mag Finserv Co.Ltd,9373162056,"Shop No.10, Shriyas Limbas, near Jain Mandir, Mahesh Society, Bibwewadi, Pune, Maharashtra 411037",Financial institution,Pune,Google Maps
Codered Softwares Pvt.Ltd,9850040806,"Durga Prasad Residency,Flat No.3,Balaji Nagar, behind Pawar Hospital, Dhankawadi, Pune, Maharashtra 411043",Software company,Pune,Google Maps
CADASHBOARD,9689093892,"Off 306 - 308, 310, Crystal Corporate, SNo 572/C, Vasant Baug, Market Yard, Bibwewadi, Pune, Maharashtra 411037",Computer support and services,Pune,Google Maps
Retailware Softech Pvt Ltd.,9158600700,"Hotel Panchmi Junction, Lotus Court, 217, Satara Rd, Navmaharshtra Society, Parvati Industrial Estate, Parvati Paytha, Pune, Maharashtra 411009",Software company,Pune,Google Maps
MAYUR ENTERPRISES,8999441352,"Ambabai Kalubai Nivas, Lane No 6, Tilekar Nagar, Kondhwa Budruk, Pune, Maharashtra 411048",Security system supplier,Pune,Google Maps
Maha E Seva Kendra Kondhwa,9552424448,"Sr No-389, Gyanram Apartment, Kondhwa Main Rd, behind Shivsena Office, Meeta Nagar, Kondhwa, Pune, Maharashtra 411048",Aadhaar center,Pune,Google Maps
Disha Computer Institute NIBM Kondhwa | Data Analyst & Data Science | Full Stack Development | TallyPrime & Animation Course,9011828826,"Building C2, 1st Floor, Office No - 7, Bramha Estate Road, Krishnakevalnagar, Shivneri Nagar, Kondhwa, Pune, Maharashtra 411048",Software Training Institute,Pune,Google Maps
Aims Computer Institute Kondhwa | Adv Excel | Data Analyst & Science | Graphic Design | Full Stack | Programming | Tally,9922033863,"Office No. 110, 1st Floor, Opulent, Sheetal Square, NIBM, Kondhwa Main Rd, near Sheetal Petrol Pump, Meeta Nagar, Kondhwa, Pune, Maharashtra 411048",Software Training Institute,Pune,Google Maps
Vankan Security Service Pvt.Ltd.| Best Security Services In Pune,9011060344,"off No 303, Bellagio, Undri, Pune, Maharashtra 411060",Security system supplier,Pune,Google Maps
National Institute of Bank Management,02026716000,"NIBM Post Office Rd, Kondhwa, Pune, Maharashtra 411048",Business school,Pune,Google Maps
I Knowledge Services Private Limited - Internet Leased Line | Cyber security | Data Center | ILL,02044468900,"Office No : 726, 7th Floor, C-1, Clover Hills Plaza, NIBM Undri Road, Pune, Maharashtra 411048",Computer support and services,Pune,Google Maps
EMC2 NEET JEE Classes in Pune,9763592211,"Office no. 305, Infront of Silver Estate Society, Majestique Biznow ,Third Floor, 306, NIBM Rd, above Yamaha Showroom, Kondhwa, Pune, Maharashtra 411048",Coaching Center,Pune,Google Maps
Crimson Anisha Global School- Schools in Undri | CBSE School in Undri,8956113597,"S. No, 13, 1/1, NIBM Rd, Kad Nagar, Mohammed Wadi, Pune, Maharashtra 411060",Educational institution,Pune,Google Maps
EuroSchool Undri - ICSE School,8069832147,"Survey No.60/1/1 & 60/2, 1, Undri - Hadapsar Rd, next to Atur nagar, Atur Nagar, Undri, Pune, Maharashtra 411060",Educational institution,Pune,Google Maps
ORCHIDS The International School - CBSE school in Undri,9999431999,"City Center, Near, Orchids The International School, Undri Survey No. 59, Apex Hills, Katraj-Hadapsar Bypass Rd, Atur Nagar, Undri, Pune, Maharashtra 411060",Educational institution,Pune,Google Maps
Yashwant Classes Undri,9011087777,"1st Floor, Raghunath Complex, near Bishops School, Kad Nagar, Undri, Pune, Maharashtra 411060",Coaching Center,Pune,Google Maps
Maha E Seva Kendra (SHREE'S ENTERPRISES ),9764368368,"Shop No-2, Om Sai Apartment, SHREE'S ENTERPRISES, opp. Iconic Gym, near Sai Pavbhaji & Juice bar, Hole Vasti, Undri, Pune, Maharashtra 411060",Aadhaar center,Pune,Google Maps
Vertex Abacus Academy - Abacus Teacher Training Center & Abacus Classes,7821067359,"Fortune Empress, 106, Chowk, Autadwadi Handewadi, Pandhari Nagar, Handewadi, Pune, Maharashtra 412308",Education center,Pune,Google Maps
Baliram Digitech and Aviation Service Pvt Ltd,9823682156,"36/2/3/1, Lane No: 6E, Tingre Nagar, Vishrantwadi, Pune, Maharashtra 411032",Security system installation service,Pune,Google Maps
Quality Assurance Establishment,02025817168,"HV37+FV6, Yerawada, Kirkee, Maharashtra 411006",Attendance,Pune,Google Maps
JIYA ENTERPRISES,9503119991,"SHOP NO E5, NEETA PARK, LAKE VIEW SOCIETY, Sukhsagar Nagar, Katraj, Pune, Maharashtra 411046",Aadhaar center,Pune,Google Maps
Ujwal Electricals,8048979998,"Vaishnavi Vihar, Lane No. 1, near PNG JEWELLERS, Sai Nagar, Chandrabhaga Nagar, Ambegaon Budruk, Pune, Maharashtra 411046",Security system supplier,Pune,Google Maps
Omsairam Enterprises - ONE STOP SHOP FOR ALL IT & ELECTRICAL SOLUTIONS,8980337888,"Sai nagar Gokul nagar Lane, 01, Khandoba Mandir Rd, Shatrunjay Nagar, Katraj, Pune, Maharashtra 411048",Computer Wholesaler,Pune,Google Maps
Mask Infotech | CCTV DEALEARS AND INSTALLER,7588287212,"Mitha Nagar, Kondhwa, Pune, Maharashtra 411048",Security system installation service,Pune,Google Maps
EYE VISION INFO SOLUTIONS,7654956641,"Shop No. 102 Ground Floor, Mariyam Paradise Building, opp. Life Line Hospital, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048",Security service,Pune,Google Maps
ASHOK MULTI SERVICES,9970195987,"S. No. 650, Vighnahar Nagar, Bakul Hall Rd, opposite Raghukul Bunglow, Bibwewadi, Pune, Maharashtra 411037",Passport Agent,Pune,Google Maps
Aadhar Center Undri (Ovi Enterprises),8625076330,"shop No 1, Ovi Enterprises, opp. The Spices Restaurant, near bishops school, Hole Vasti, Undri, Pune, Maharashtra 411060",Internet cafe,Pune,Google Maps
Mauli Enterprises,8421580159,"Shop No. 4 Supreme Apartment Society Grampanchyat Road, Atur Nagar, Undri, Pune, Maharashtra 411060",Aadhaar center,Pune,Google Maps
Saber Softech Pvt Ltd,9766547301,"Nyati Unitree West-Wing, Nyati Unitree, Saber Softech Pvt Ltd, 204/205, Second floor, Blue Hill Society, Yerawada, Pune, Maharashtra 411006",Corporate office,Pune,Google Maps
ICAI Bhawan,02024212251,"Plot No. 8, Parshwanath Nagar, CTS No. 333, Sr. No. 573, Munjeri, Opp. Kale hospital, Bibwewadi, near Mahavir Electronics, Pune, Maharashtra 411037",Educational institution,Pune,Google Maps
MedPlus Balaji Nagar,04067006700,"SN 7, No 20/29, Shanti Construction Bldg Dhankawadi, Balaji Nagar, Pune, Maharashtra 411043",Pharmacy,Pune,Google Maps
Reliance Digital,8692012481,"Sy No 84/2D, Shop No 3 & 4, Ground Floor Pune Satara Road, Chowk, Katraj, Pune, Maharashtra 411046",Electronics store,Pune,Google Maps
Ambegaon MSEB Office,7875717321,"FV23+G4J, Narhe Ambegaon Rd, Shriram Nagar, Ambegaon Budruk, Pune, Maharashtra 411046",Electric utility company,Pune,Google Maps
KIOSK MANUFACTURER ABET TECHNOLOGY PVT. LTD.,7400040673,"Abet Technology Pvt. Ltd, Lane 2, Katraj - Kondhwa Rd, near Shivshambhonagar, Shiv Shambo Nagar, Rajas Society, Katraj, Pune, Maharashtra 411046",Kiosk,Pune,Google Maps
MSEDCL Maharashta State Electricity Distribution Company Limited,02026930097,"FV4Q+QXV, Ambedkar Nagar, Kondhwa, Pune, Maharashtra 411048",Billing,Pune,Google Maps
Pune Electronics,9689833123,"Somji Heights, Nirmaan Estrella Chowk, Tyni Audyogic Wasahat, Kondhwa, Pune, Maharashtra 411048",Appliance store,Pune,Google Maps
Retail IT Solutions,8378978647,"Shop no, E-39, GAGAN AVENUE, near Vijay Sales, Ambedkar Nagar, Kondhwa, Pune, Maharashtra 411048",Software company,Pune,Google Maps
The Mobile Space - Wanowrie,9130111353,"Shop No 3, Devki Krishna, Salunke Vihar Rd, Oxford Village, Kondhwa, Wanowrie, Pune, Maharashtra 411040",Cell phone store,Pune,Google Maps
Croma - NIBM Road,8657995879,"Gr Floor, The Ark, Voyage To The Stars, NIBM Rd, Autadwadi Handewadi, Mohammed Wadi, Pune, Maharashtra 411048",Electronics store,Pune,Google Maps
AAA MOBILES,7774094774,"Shop no.30, FVGV+RV BLOCK-B3, BRAHMA MAJESTIC, near 16no.ki chai, NIBM Undri Road, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048",Cell phone store,Pune,Google Maps
NIBM Sub Post Office,02026832880,"FVGX+H26 campus, NIBM Rd, Kondhwa, Pune, Maharashtra 411048",Post office,Pune,Google Maps
Swipez,7303885709,"91 Springboard, CREATICITY MALL, Shastrinagar, Yerawada, Pune, Maharashtra 411006",Software company,Pune,Google Maps
Cotiviti India Pvt Ltd,02041504500,"Plot C Binarius Building 190 / 192 Plot C, Deepak Complex, National Games Road Off Golf Course, Shastrinagar, Yerawada, Pune, Maharashtra 411006",Corporate office,Pune,Google Maps
Multitrade Technologies Pvt. Ltd.,8983123923,"Mahalaxmi Complex ,Office No. 2 To 7, Pune - Satara Rd, Vasant Baug Society, Bibwewadi, Pune, Maharashtra 411037",Computer service,Pune,Google Maps
CMR Control Systems India Pvt Ltd,9175806340,"S.No.15/2, Bhilarewadi, Dhone-Nahar Warehouse, Katraj, Pune, Maharashtra 411046",Manufacturer,Pune,Google Maps
Abhinav DigiCompSoft Services Private Limited,7038089619,"Floor 4, Snehangan building, Katraj-Dehu Rd Bypass, Ambegaon Budruk, Pune, Maharashtra 411046",Software company,Pune,Google Maps
Dynamic Grandeur,8380816816,"Dynamic Grandeur, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060",Housing society,Pune,Google Maps
IRPR CREATIVE AGENCY | IRPR MEDIA PVT LTD,9309380958,"Office No . 402, VED TANISH, Wadachi Wadi Rd, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060",Advertising agency,Pune,Google Maps
ARV Regalia,7722007722,"NIBM Annexe, Survey no.39, Opp Kumar Princetown Towers, Near Punyadham Ashram, NIBM Undri Link Rd, Pisoli Rd, P.O, Mohammed Wadi, Pune, Maharashtra 411060",Housing society,Pune,Google Maps
Three Commas Technologies Private Limited,9860048761,"Office 305-B, Space31, Khadi Machine Chowk, opposite Relience Fresh, Tyni Audyogic Wasahat, Kondhwa, Pune, Maharashtra 411048",Software company,Pune,Google Maps
AC DC TECH SOLUTIONS (RAJMUDRA ENTERPRISE),8668207241,"Airport Rd, Yerawada, Pune, Maharashtra 411006",Computer repair service,Pune,Google Maps
Ideadunes,7709399141,"Row House 12, Hermes Heritage, Phase 2, Kalyani Nagar, Shastrinagar, Yerawada, Pune, Maharashtra 411006",Software company,Pune,Google Maps
TatvaCRM,7028452037,"Office No. 1, Mayfair, Tower II, Sphurti Society, Wakadewadi, Shivajinagar, Pune, Maharashtra 411005",Software company,Pune,Google Maps
Gera Developments Pvt. Ltd,8322437123,"200, Gera Plaza, Boat Club Rd, Sangamvadi, Pune, Maharashtra 411001",Real Estate Builders & Construction Company,Pune,Google Maps
Tej IT Solutions India Pvt Ltd.,02029952744,"Office No. 103, Phoenix Building, Bund Garden Rd, opp. Residency Club, Agarkar Nagar, Pune, Maharashtra 411001",Software company,Pune,Google Maps
Cybromatech Technology Private Limited,8600008241,"Office-4, 4-floor, MARISOFT-1, MARISOFT IT TECH PARK, TOWER-1, Kalyani Nagar, Pune, Maharashtra 411006",Software company,Pune,Google Maps
Legal Linkage,9168163335,"Office No 9, Manohari Apartment, beside Vidyanagari Ganpati Mandir, Mohan Nagar, Dhankawadi, Pune, Maharashtra 411043",Legal services,Pune,Google Maps
WOW Travels,9730394786,"Shop no - 106 first floor, Capital Mall, opp. Manish Park Phase 2, below Silver Spoon Restaurant, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048",Consultant,Pune,Google Maps
Canon Authorised Dealer - Faxonics Technologies Pvt Ltd,9619031638,"Office no. 3, Bliss Solitaire, opp. Undri Landmark, Bellagio, Undri, Pune, Maharashtra 411060",Printing equipment supplier,Pune,Google Maps
TOP Printers,8830645435,"Shop No. 110, Undri City Center Mall, Undri - Hadapsar Rd, Bellagio, Undri, Pune, Maharashtra 411060",Print shop,Pune,Google Maps
JAGDAMBA AMBULANCE service,9579991521,"SR 281, Porwal Rd, DHANORI, Lohegaon, Pune, Maharashtra 411047",Ambulance service,Pune,Google Maps
SIP ABACUS Lohegaon,8237124547,"Karmabhumi nagar, Lohgaon - Wagholi Rd, Karmbhumi Nagar, Lohegaon, Pune, Maharashtra 411047",Educational institution,Pune,Google Maps
MoveMaster Packers And Movers,9561707850,"Shop No. 02, Dhanori-Lohegaon Rd, Sai Dham Society, Laxmi Nagar, Dhanori, Pune, Maharashtra 411015",Packaging company,Pune,Google Maps
KADAM ENTERPRISES CCTV SERVICE,9404175763,"SR.NO.294, DEFENSE COLONY, SHREE GAJANAN KRUPA, Nimbalkar Nagar, Pune, Maharashtra 411047",Security system installation service,Pune,Google Maps
( ),7066491102,"Wissen Coaching, REVELL ORCHID, B1104, Porwal Rd, opp. Park Springs Gate, Lohegaon, Pune, Maharashtra 411047",Coaching Center,Pune,Google Maps
Shree Infotech Security - One Stop Solution,9422434021,"Parande Nagar, Dighi, Pune, Pimpri-Chinchwad, Maharashtra 411015",Security system installation service,Pune,Google Maps
DiSHA Computer Institute Vishrantwadi,9370044446,"Jai Ganesh Vishwa Complex, Jai Ganesh Vishwa, Shop No. 143, First Floor, Jai Ganesh Vishwa Complex, Airport road, 55, Dhanori Rd, near Corner Mobile Shop, Kasturba B, Kasturba Housing Society, Vishrantwadi, Pune, Maharashtra 411015",Educational institution,Pune,Google Maps
"Chate Coaching Classes Vishrantwadi IIT-JEE, NEET, CET, CBSE & State Board (8th 10th), Homi Bhabha, Scholarship & Olympiad",7588276777,"Sr No.116, 3rd floor, Pushpa Height Building, 4/5, Pune - Alandi Rd, Kalas Area, Kalas, Pune, Maharashtra 411015",Coaching Center,Pune,Google Maps
SIP Abacus Vishrantwadi,9860480672,"Airport Rd, above hotchips, Kasturba Housing Society, Vishrantwadi, Pune, Maharashtra 411015",Education center,Pune,Google Maps
Testbytes,8113865000,"kalas road, Kalas Area, Vishrantwadi, Pune, Maharashtra 411015",Software company,Pune,Google Maps
iCloudEMS,9834671439,"A/C, Wing, ShoppersOrbit, 205/215, Alandi Rd, Vishrantwadi, Pune, Maharashtra 411015",Software company,Pune,Google Maps
Redbytes Software,8113869000,"125/2, Sainiketan Colony, kalas, Road, Vishrantwadi, Pune, Maharashtra 411015",Software company,Pune,Google Maps
Serve Techno Sales,9766902334,"Bhalchandra Puram Rd, Sector 29, Ravet, Pimpri-Chinchwad, Maharashtra 412101",Electronics wholesaler,Pune,Google Maps
Yash Infotech Aadhar Card Center,7499100060,"Sr No 281, Hari Bhau Arjuna Sathe Market, near, Porwal Rd, near MIsal Villa, opp. FUN VILLA, Kutwal Colony, Lohegaon, Pune, Maharashtra 411047",Aadhaar center,Pune,Google Maps
Aadhaar Seva Kendra ( ) Aadhaar Update Center ( ),8180985056,"SHOURYA ENTERPRISES Aadhar Seva Kendra Opp Descent Washing Centre Kalwad Wasti, Lohegaon, Pune, Maharashtra 411032",Aadhaar center,Pune,Google Maps
Maharashtra Government Authorized for Leave and License Agreement Pune,9028806358,"Sr No 67/B, near Sai Mandir, Gokul Nagar, Dhanori, Pune, Maharashtra 411015",Legal services,Pune,Google Maps
